Name,Prompt URL,Description,Prompt Tags,Type,Created time
Extract Questions,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_questions.md,"Extract specific questions from provided text by identifying sentences with question marks or implicit inquiries. Focus on concise, clear question detection to aid in content analysis and categorization.","Analyze Text, Content Creation, Data Extraction",text,"January 6, 2025 8:01 AM"
Extract Recommendations,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_recommendations.md,"Extract recommendations from text, focusing on actionable insights. Present these recommendations in a clear, concise format, prioritizing relevance and clarity.","Analyze Text, Content Creation, Summary",text,"January 6, 2025 8:01 AM"
Extract References,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_references.md,"Analyze references to art, stories, books, literature, papers, and other sources of learning from content. Extract relevant information from various sources to create a comprehensive summary.","Analyze Text, Content Creation, Summary",text,"January 6, 2025 8:01 AM"
Extract Song Meaning,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_song_meaning.md,"Analyze the lyrics of a song to identify its themes, emotions, and underlying messages. Provide a detailed interpretation of the song's meaning and context.","Analyze Text, Music, Writing",text,"January 6, 2025 8:01 AM"
Extract Sponsors,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_sponsors.md,"Identify and extract sponsor names and related details from text data using natural language processing techniques. Format the extracted information in a clear, structured output for easy analysis.
","AI, Analyze Text, Data Extraction",text,"January 6, 2025 8:01 AM"
Extract Videoid,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_videoid.md,"Extract YouTube video IDs from given URLs using a regular expression. The prompt focuses on ensuring the accuracy of the extraction process for different URL formats.
","Coding, Data Extraction, YouTube",text,"January 6, 2025 8:01 AM"
Extract Wisdom,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_wisdom.md,"Analyze text content to extract surprising, insightful, and interesting information related to the purpose and meaning of life, human flourishing, and the impact of technology on humanity. Extract a summary of the content, including who is presenting and the content being discussed, into a section called SUMMARY.","Analyze Text, Philosophy, Summary",text,"January 6, 2025 8:01 AM"
Extract Wisdom Agents,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_wisdom_agents.md,"Analyze the input to extract valuable content, focusing on extracting wisdom and insights similar to the smartest human experts. The goal is to produce a perfect extraction of the valuable content in the input, similar to—but vastly more advanced—than if the smartest human experts were to do it.","Analyze Text, Philosophy, Summary",text,"January 6, 2025 8:01 AM"
Extract Wisdom DM,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_wisdom_dm.md,Extract key insights and wisdom from decision-makers by asking open-ended questions focused on personal experiences and lessons learned. Aim to uncover deep reflections and practical advice that others can apply to similar situations.,"Analyze Text, Philosophy, Summary",text,"January 6, 2025 8:01 AM"
Extract Wisdom No Metadata,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_wisdom_nometa.md,"Extract meaningful insights from text by identifying key themes, lessons, and actionable advice. Focus on presenting information clearly and concisely without metadata or unnecessary details.","Analyze Text, Philosophy, Summary",text,"January 6, 2025 8:01 AM"
Find Hidden Message,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/find_hidden_message.md,"Analyze a seemingly innocuous text to identify any hidden messages or codes. The text may contain subtle clues, metaphors, or other forms of encryption that need to be deciphered.",Analyze Text,text,"January 6, 2025 8:01 AM"
Find Logical Fallacies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/find_logical_fallacies.md,"The prompt is designed to identify logical fallacies in text by providing examples and asking the model to explain and correct them. It aims to improve the model's ability to detect and understand logical errors, which is crucial for tasks like fact-checking and critical thinking.","Analyze Text, Debate",text,"January 6, 2025 8:01 AM"
Get Wow-Factor Per Minute,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/get_wow_per_minute.md,"Encourage generating impactful, unexpected content in short bursts to maximize audience engagement and retention. Use data-driven decisions to refine and improve content consistently.
","Content Creation, Data, Marketing",text,"January 6, 2025 8:01 AM"
Get Youtube RSS,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/get_youtube_rss.md,"Extract the RSS feed URL for any YouTube channel by visiting the channel's main page, viewing the page source, and searching for the channel_id within the HTML code. Use this channel_id to create the RSS feed URL in the format: https://www.youtube.com/feeds/videos.xml?channel_id=CHANNEL_ID.","Data Extraction, Social Media, YouTube",text,"January 6, 2025 8:01 AM"
Improve Academic Writing,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/improve_academic_writing.md,"Analyze the provided text to identify areas for improvement in academic writing, focusing on clarity, coherence, and overall effectiveness. Provide specific suggestions for enhancing the writing style and structure.","Analyze Text, Proofreading, Writing",text,"January 6, 2025 8:01 AM"
Improve Prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/improve_prompt.md,"Improve prompts by providing clear, detailed instructions and using strategies like specifying output length, adopting personas, or splitting complex tasks into simpler steps. Experiment with various tactics to enhance clarity and effectiveness in large language model interactions.
","AI, Prompt Management, Self-Improvement",text,"January 6, 2025 8:01 AM"
Improve Report Finding,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/improve_report_finding.md,"Improve the clarity and effectiveness of a report by rephrasing findings for conciseness and readability. Use bullet points to highlight key points, making the report more accessible and actionable for the audience.
","Content Creation, Proofreading, Writing",text,"January 6, 2025 8:01 AM"
Improve Writing,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/improve_writing.md,Analyze prose to identify areas for improvement and apply corrections directly to the text while maintaining the original meaning and intent. The goal is to enhance the writing quality by ensuring clarity and coherence.,"Grammar Check, Proofreading, Writing",text,"January 6, 2025 8:01 AM"
Label And Rate,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/label_and_rate.md,"Analyze the text provided by the user and rate its quality based on clarity, coherence, and relevance to the topic. Identify and label specific elements such as arguments, evidence, and conclusions to provide a detailed assessment.","Analyze Text, Content Creation, Proofreading",text,"January 6, 2025 8:01 AM"
Optimize Resume Keywords,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/optimize_resume_keywords.md,"Analyze the resume optimization prompt to identify the key steps and objectives. The prompt is designed to help candidates update their resumes for maximum impact by incorporating relevant keywords and phrases from the job description, focusing on hard skills, soft skills, qualifications, and experience. It involves analyzing the resume in the context of the specified role and industry, identifying gaps, and selecting impactful keywords to enhance the resume's alignment with the role and industry.","Career Advice, Job Search, Resume",text,"January 6, 2025 8:01 AM"
